����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
600234.SH,*STɽˮ,2000-07-26,8.2875,8.33,8.4915,8.2662,8.415,479600,9464267,0.1275,1.5385,19.7337,1.5987,594000000,N/A,1858428000,30000000,0,93860000,100.1396,12.6942,4.1434,-260.9961,
600234.SH,*STɽˮ,2000-07-27,8.415,8.415,8.483,8.2875,8.33,329100,6456481,-0.085,-1.0101,19.6186,1.097,588000000,N/A,1839656000,30000000,0,93860000,99.128,12.566,4.1015,-258.3597,
600234.SH,*STɽˮ,2000-07-28,8.33,8.33,8.3937,8.024,8.2237,1275100,24404756,-0.1062,-1.2755,19.1395,4.2503,580500000,N/A,1816191000,30000000,0,93860000,97.8637,12.4057,4.0492,-255.0643,
600234.SH,*STɽˮ,2000-07-31,8.2237,8.2025,8.2025,7.9135,8.075,685600,12933093,-0.1487,-1.8088,18.8639,2.2853,570000000,N/A,1783340000,30000000,0,93860000,96.0935,12.1813,3.976,-250.4508,
600234.SH,*STɽˮ,2000-08-01,8.075,8.109,8.245,7.9475,8.2237,304600,5815110,0.1487,1.8421,19.091,1.0153,580500000,N/A,1816191000,30000000,0,93860000,97.8637,12.4057,4.0492,-255.0643,
600234.SH,*STɽˮ,2000-08-02,8.2237,8.2237,8.33,8.2152,8.2237,271000,5262574,0,0,19.4191,0.9033,580500000,N/A,1816191000,30000000,0,93860000,97.8637,12.4057,4.0492,-255.0643,
600234.SH,*STɽˮ,2000-08-03,8.2237,8.2365,8.33,8.1685,8.245,409100,7938774,0.0212,0.2584,19.4055,1.3637,582000000,N/A,1820884000,30000000,0,93860000,98.1165,12.4378,4.0597,-255.7234,
600234.SH,*STɽˮ,2000-08-04,8.245,8.0707,8.16,7.9815,8.0835,249400,4735035,-0.1615,-1.9588,18.9857,0.8313,570600000,N/A,1785217200,30000000,0,93860000,96.1947,12.1942,3.9801,-250.7144,
600234.SH,*STɽˮ,2000-08-07,8.0835,8.075,8.2407,7.9475,8.2322,292200,5565957,0.1487,1.8402,19.0484,0.974,581100000,N/A,1818068200,30000000,0,93860000,97.9648,12.4186,4.0534,-255.328,
600234.SH,*STɽˮ,2000-08-08,8.2322,8.2237,8.2237,8.0537,8.1175,318000,6054864,-0.1147,-1.3939,19.0405,1.06,573000000,N/A,1792726000,30000000,0,93860000,96.5993,12.2455,3.9969,-251.7689,
600234.SH,*STɽˮ,2000-08-09,8.1175,8.1175,8.1175,7.9517,8.0962,354100,6700529,-0.0212,-0.2618,18.9227,1.1803,571500000,N/A,1788033000,30000000,0,93860000,96.3464,12.2134,3.9864,-251.1098,
600234.SH,*STɽˮ,2000-08-10,8.0962,8.075,8.2025,7.9942,8.1175,399500,7590584,0.0212,0.2625,19.0002,1.3317,573000000,N/A,1792726000,30000000,0,93860000,96.5993,12.2455,3.9969,-251.7689,
600234.SH,*STɽˮ,2000-08-11,8.1175,8.0325,8.364,8.024,8.2237,284400,5512340,0.1062,1.3089,19.3823,0.948,580500000,N/A,1816191000,30000000,0,93860000,97.8637,12.4057,4.0492,-255.0643,
600234.SH,*STɽˮ,2000-08-14,8.2237,8.245,8.364,8.1175,8.245,393700,7653390,0.0212,0.2584,19.4396,1.3123,582000000,N/A,1820884000,30000000,0,93860000,98.1165,12.4378,4.0597,-255.7234,
600234.SH,*STɽˮ,2000-08-15,8.245,8.2025,8.262,8.0962,8.1897,276300,5308874,-0.0552,-0.6701,19.2142,0.921,578100000,N/A,1808682200,30000000,0,93860000,97.4591,12.3544,4.0325,-254.0098,
600234.SH,*STɽˮ,2000-08-16,8.1897,8.1897,8.228,8.109,8.228,379800,7270754,0.0382,0.467,19.1436,1.266,580800000,N/A,1817129600,30000000,0,93860000,97.9142,12.4122,4.0513,-255.1961,
600234.SH,*STɽˮ,2000-08-17,8.228,8.2025,8.2365,8.143,8.1812,247600,4766425,-0.0467,-0.5682,19.2505,0.8253,577500000,N/A,1806805000,30000000,0,93860000,97.3579,12.3416,4.0283,-253.7462,
600234.SH,*STɽˮ,2000-08-18,8.1812,8.143,8.2662,8.0792,8.211,310900,5951461,0.0297,0.3636,19.1427,1.0363,579600000,N/A,1813375200,30000000,0,93860000,97.7119,12.3865,4.0429,-254.6689,
600234.SH,*STɽˮ,2000-08-21,8.211,8.2407,8.2407,8.1472,8.16,407100,7819826,-0.051,-0.6211,19.2086,1.357,576000000,N/A,1802112000,30000000,0,93860000,97.105,12.3096,4.0178,-253.0871,
600234.SH,*STɽˮ,2000-08-22,8.16,8.16,8.3215,8.1472,8.1812,348700,6776184,0.0212,0.2604,19.4327,1.1623,577500000,N/A,1806805000,30000000,0,93860000,97.3579,12.3416,4.0283,-253.7462,
600234.SH,*STɽˮ,2000-08-23,8.1812,8.0792,8.9632,7.99,8.7337,2052400,40999883,0.5525,6.7532,19.9766,6.8413,616500000,N/A,1928823000,30000000,0,93860000,103.9327,13.1751,4.3003,-270.8823,
600234.SH,*STɽˮ,2000-08-24,8.7337,8.7549,8.9164,8.6274,8.7762,1414900,29194235,0.0425,0.4866,20.6334,4.7163,619500000,N/A,1938209000,30000000,0,93860000,104.4385,13.2392,4.3212,-272.2004,
600234.SH,*STɽˮ,2000-08-25,8.7762,8.8399,8.8739,8.5849,8.7974,712300,14631382,0.0212,0.2421,20.541,2.3743,621000000,N/A,1942902000,30000000,0,93860000,104.6914,13.2713,4.3317,-272.8595,
600234.SH,*STɽˮ,2000-08-28,8.7974,8.8187,8.8739,8.5339,8.7847,664300,13653091,-0.0127,-0.1449,20.5526,2.2143,620100000,N/A,1940086200,30000000,0,93860000,104.5396,13.252,4.3254,-272.4641,
600234.SH,*STɽˮ,2000-08-29,8.7847,8.7252,8.7804,8.5849,8.6274,550700,11191099,-0.1572,-1.79,20.3216,1.8357,609000000,N/A,1905358000,30000000,0,93860000,102.6683,13.0148,4.248,-267.5869,
600234.SH,*STɽˮ,2000-08-30,8.6274,8.6232,8.8357,8.5764,8.5849,596800,12194552,-0.0425,-0.4926,20.4332,1.9893,606000000,N/A,1895972000,30000000,0,93860000,102.1626,12.9507,4.2271,-266.2687,
600234.SH,*STɽˮ,2000-08-31,8.5849,8.5467,8.5764,8.296,8.4787,777200,15375802,-0.1062,-1.2376,19.7836,2.5907,598500000,N/A,1872507000,30000000,0,93860000,100.8982,12.7904,4.1748,-262.9733,
600234.SH,*STɽˮ,2000-09-01,8.4787,8.313,8.4957,8.313,8.4787,440300,8696334,0,0,19.7509,1.4677,598500000,N/A,1872507000,30000000,0,93860000,100.8982,12.7904,4.1748,-262.9733,
600234.SH,*STɽˮ,2000-09-04,8.4787,8.4787,8.5,8.3385,8.5,214000,4236600,0.0212,0.2506,19.7972,0.7133,600000000,N/A,1877200000,30000000,0,93860000,101.1511,12.8225,4.1852,-263.6324,
600234.SH,*STɽˮ,2000-09-05,8.5,8.5424,8.6232,8.3342,8.5339,435700,8734519,0.034,0.4,20.0471,1.4523,602400000,N/A,1884708800,30000000,0,93860000,101.5557,12.8738,4.202,-264.6869,
600234.SH,*STɽˮ,2000-09-06,8.5339,8.3385,8.4957,8.1812,8.415,226165,4448935,-0.119,-1.3944,19.6712,0.7539,594000000,N/A,1858428000,30000000,0,93860000,100.1396,12.6942,4.1434,-260.9961,
600234.SH,*STɽˮ,2000-09-07,8.415,8.2875,8.7889,8.2875,8.5,1239000,25208184,0.085,1.0101,20.3456,4.13,600000000,N/A,1877200000,30000000,0,93860000,101.1511,12.8225,4.1852,-263.6324,
600234.SH,*STɽˮ,2000-09-08,8.5,8.5424,8.5849,8.4447,8.5085,322900,6453618,0.0085,0.1,19.9864,1.0763,600600000,N/A,1879077200,30000000,0,93860000,101.2522,12.8353,4.1894,-263.896,
600234.SH,*STɽˮ,2000-09-11,8.5085,8.5339,8.6274,8.5,8.5552,361800,7282858,0.0467,0.5495,20.1295,1.206,603900000,N/A,1889401800,30000000,0,93860000,101.8085,12.9058,4.2124,-265.346,
600234.SH,*STɽˮ,2000-09-12,8.5552,8.6274,8.7124,8.483,8.5339,388300,7831504,-0.0212,-0.2484,20.1687,1.2943,602400000,N/A,1884708800,30000000,0,93860000,101.5557,12.8738,4.202,-264.6869,
600234.SH,*STɽˮ,2000-09-13,8.5339,8.5339,8.5849,8.3215,8.33,499000,9845654,-0.204,-2.3904,19.7308,1.6633,588000000,N/A,1839656000,30000000,0,93860000,99.128,12.566,4.1015,-258.3597,
600234.SH,*STɽˮ,2000-09-14,8.33,8.33,8.449,8.2025,8.211,348200,6764436,-0.119,-1.4286,19.4269,1.1607,579600000,N/A,1813375200,30000000,0,93860000,97.7119,12.3865,4.0429,-254.6689,
600234.SH,*STɽˮ,2000-09-15,8.211,8.2152,8.279,8.1217,8.2577,216100,4164015,0.0467,0.5694,19.2689,0.7203,582900000,N/A,1823699800,30000000,0,93860000,98.2683,12.457,4.0659,-256.1189,
600234.SH,*STɽˮ,2000-09-18,8.2577,8.1727,8.1812,8.024,8.0325,207300,3954859,-0.2252,-2.7277,19.0779,0.691,567000000,N/A,1773954000,30000000,0,93860000,95.5878,12.1172,3.955,-249.1326,
600234.SH,*STɽˮ,2000-09-19,8.0325,8.0112,8.0112,7.6797,7.718,322100,5926131,-0.3145,-3.9153,18.3984,1.0737,544800000,N/A,1704497600,30000000,0,93860000,91.8452,11.6428,3.8002,-239.3782,
600234.SH,*STɽˮ,2000-09-20,7.718,7.735,7.82,7.6542,7.7477,329400,5977364,0.0297,0.3855,18.1462,1.098,546900000,N/A,1711067800,30000000,0,93860000,92.1992,11.6877,3.8148,-240.3009,
600234.SH,*STɽˮ,2000-09-21,7.7477,7.7987,7.7987,7.565,7.5735,228000,4114813,-0.1742,-2.249,18.0474,0.76,534600000,N/A,1672585200,30000000,0,93860000,90.1256,11.4248,3.729,-234.8965,
600234.SH,*STɽˮ,2000-09-22,7.5735,7.5437,7.837,7.4587,7.7095,428400,7768361,0.136,1.7957,18.1334,1.428,544200000,N/A,1702620400,30000000,0,93860000,91.744,11.63,3.796,-239.1146,
600234.SH,*STɽˮ,2000-09-25,7.7095,7.7095,7.7987,7.6925,7.7435,100400,1824826,0.034,0.441,18.1756,0.3347,546600000,N/A,1710129200,30000000,0,93860000,92.1486,11.6813,3.8127,-240.1691,
600234.SH,*STɽˮ,2000-09-26,7.7435,7.7435,7.8115,7.5225,7.7562,91300,1652098,0.0127,0.1647,18.0953,0.3043,547500000,N/A,1712945000,30000000,0,93860000,92.3003,11.7005,3.819,-240.5645,
600234.SH,*STɽˮ,2000-09-27,7.7562,7.7605,7.82,7.633,7.8072,84200,1531987,0.051,0.6575,18.1946,0.2807,551100000,N/A,1724208200,30000000,0,93860000,92.9073,11.7774,3.8441,-242.1463,
600234.SH,*STɽˮ,2000-09-28,7.8072,7.8115,7.8327,7.6585,7.684,100300,1821372,-0.1232,-1.5787,18.1592,0.3343,542400000,N/A,1696988800,30000000,0,93860000,91.4406,11.5915,3.7834,-238.3237,
600234.SH,*STɽˮ,2000-09-29,7.684,7.6712,7.8157,7.6712,7.7775,102400,1871754,0.0935,1.2168,18.2788,0.3413,549000000,N/A,1717638000,30000000,0,93860000,92.5532,11.7326,3.8295,-241.2236,
600234.SH,*STɽˮ,2000-10-09,7.7775,7.8625,7.9432,7.7775,7.9305,241100,4459225,0.153,1.9672,18.4953,0.8037,559800000,N/A,1751427600,30000000,0,93860000,94.3739,11.9634,3.9048,-245.969,
600234.SH,*STɽˮ,2000-10-10,7.9305,7.9475,7.99,7.8752,7.9815,112500,2099077,0.051,0.6431,18.6585,0.375,563400000,N/A,1762690800,30000000,0,93860000,94.9808,12.0403,3.9299,-247.5508,
600234.SH,*STɽˮ,2000-10-11,7.9815,7.9687,7.9687,7.7775,7.7987,154100,2849334,-0.1827,-2.2897,18.4902,0.5137,550500000,N/A,1722331000,30000000,0,93860000,92.8061,11.7646,3.8399,-241.8827,
600234.SH,*STɽˮ,2000-10-12,7.7987,7.7775,7.82,7.7137,7.7902,128300,2348953,-0.0085,-0.109,18.3083,0.4277,549900000,N/A,1720453800,30000000,0,93860000,92.705,11.7518,3.8358,-241.6191,
600234.SH,*STɽˮ,2000-10-13,7.7902,7.6755,7.82,7.6755,7.7222,155000,2824895,-0.068,-0.8729,18.2251,0.5167,545100000,N/A,1705436200,30000000,0,93860000,91.8957,11.6492,3.8023,-239.51,
600234.SH,*STɽˮ,2000-10-16,7.7222,7.735,7.7775,7.4842,7.599,174400,3139502,-0.1232,-1.596,18.0017,0.5813,536400000,N/A,1678216800,30000000,0,93860000,90.4291,11.4633,3.7416,-235.6873,
600234.SH,*STɽˮ,2000-10-17,7.599,7.548,7.6075,7.548,7.5862,155400,2770105,-0.0127,-0.1678,17.8256,0.518,535500000,N/A,1675401000,30000000,0,93860000,90.2773,11.4441,3.7353,-235.2919,
600234.SH,*STɽˮ,2000-10-18,7.5862,7.5862,7.7562,7.565,7.6075,210900,3777026,0.0212,0.2801,17.9091,0.703,537000000,N/A,1680094000,30000000,0,93860000,90.5302,11.4761,3.7458,-235.951,
600234.SH,*STɽˮ,2000-10-19,7.6075,7.65,7.8072,7.6287,7.752,149800,2717619,0.1445,1.8994,18.1416,0.4993,547200000,N/A,1712006400,30000000,0,93860000,92.2498,11.6941,3.8169,-240.4327,
600234.SH,*STɽˮ,2000-10-20,7.752,7.82,7.905,7.65,7.8625,213300,3911816,0.1105,1.4254,18.3395,0.711,555000000,N/A,1736410000,30000000,0,93860000,93.5647,11.8608,3.8713,-243.86,
600234.SH,*STɽˮ,2000-10-23,7.8625,7.9007,8.075,7.8455,8.0452,359500,6742864,0.1827,2.3243,18.7562,1.1983,567900000,N/A,1776769800,30000000,0,93860000,95.7395,12.1365,3.9613,-249.528,
600234.SH,*STɽˮ,2000-10-24,8.0452,8.0452,8.0665,7.905,7.9815,331400,6189252,-0.0637,-0.7924,18.6761,1.1047,563400000,N/A,1762690800,30000000,0,93860000,94.9808,12.0403,3.9299,-247.5508,
600234.SH,*STɽˮ,2000-10-25,7.9815,8.0325,8.449,8.0027,8.1897,961500,18767945,0.2082,2.6092,19.5194,3.205,578100000,N/A,1808682200,30000000,0,93860000,97.4591,12.3544,4.0325,-254.0098,
600234.SH,*STɽˮ,2000-10-26,8.1897,8.2025,8.3725,8.1897,8.2025,433500,8422397,0.0127,0.1557,19.4288,1.445,579000000,N/A,1811498000,30000000,0,93860000,97.6108,12.3737,4.0387,-254.4052,
600234.SH,*STɽˮ,2000-10-27,8.2025,8.245,8.3215,8.0792,8.1515,263600,5073044,-0.051,-0.6218,19.2452,0.8787,575400000,N/A,1800234800,30000000,0,93860000,97.0039,12.2967,4.0136,-252.8235,
600234.SH,*STɽˮ,2000-10-30,8.1515,8.16,8.2832,8.1217,8.1982,256400,4951684,0.0467,0.5735,19.3123,0.8547,578700000,N/A,1810559400,30000000,0,93860000,97.5602,12.3673,4.0366,-254.2734,
600234.SH,*STɽˮ,2000-10-31,8.1982,8.1982,8.2747,7.99,8.0325,167600,3218789,-0.1657,-2.0218,19.2052,0.5587,567000000,N/A,1773954000,30000000,0,93860000,95.5878,12.1172,3.955,-249.1326,
600234.SH,*STɽˮ,2000-11-01,8.0325,7.99,8.1345,7.973,8.1345,191800,3623964,0.102,1.2698,18.8945,0.6393,574200000,N/A,1796480400,30000000,0,93860000,96.8016,12.2711,4.0053,-252.2962,
600234.SH,*STɽˮ,2000-11-02,8.1345,8.126,8.2025,8.0495,8.1005,154700,2950306,-0.034,-0.418,19.0711,0.5157,571800000,N/A,1788971600,30000000,0,93860000,96.397,12.2198,3.9885,-251.2417,
600234.SH,*STɽˮ,2000-11-03,8.1005,8.075,8.16,7.9942,8.058,246800,4682176,-0.0425,-0.5247,18.9715,0.8227,568800000,N/A,1779585600,30000000,0,93860000,95.8912,12.1557,3.9676,-249.9235,
600234.SH,*STɽˮ,2000-11-06,8.058,8.0537,8.3725,8.0537,8.2875,337600,6555112,0.2295,2.8481,19.4168,1.1253,585000000,N/A,1830270000,30000000,0,93860000,98.6223,12.5019,4.0806,-257.0416,
600234.SH,*STɽˮ,2000-11-07,8.2875,8.296,8.4575,8.2492,8.4405,465100,9146517,0.153,1.8462,19.6657,1.5503,595800000,N/A,1864059600,30000000,0,93860000,100.443,12.7327,4.1559,-261.787,
600234.SH,*STɽˮ,2000-11-08,8.4405,8.4532,8.5212,8.3427,8.449,394000,7848333,0.0085,0.1007,19.9196,1.3133,596400000,N/A,1865936800,30000000,0,93860000,100.5442,12.7455,4.1601,-262.0506,
600234.SH,*STɽˮ,2000-11-09,8.449,8.4405,8.4405,8.2875,8.3512,277300,5449829,-0.0977,-1.1569,19.6532,0.9243,589500000,N/A,1844349000,30000000,0,93860000,99.3809,12.5981,4.112,-259.0188,
600234.SH,*STɽˮ,2000-11-10,8.3512,8.33,8.4235,8.2875,8.3682,235200,4619848,0.017,0.2036,19.6422,0.784,590700000,N/A,1848103400,30000000,0,93860000,99.5832,12.6237,4.1203,-259.5461,
600234.SH,*STɽˮ,2000-11-13,8.3682,8.415,8.483,8.3087,8.3512,246600,4867747,-0.017,-0.2031,19.7394,0.822,589500000,N/A,1844349000,30000000,0,93860000,99.3809,12.5981,4.112,-259.0188,
600234.SH,*STɽˮ,2000-11-14,8.3512,8.33,8.3682,8.245,8.3087,285300,5571798,-0.0425,-0.5089,19.5296,0.951,586500000,N/A,1834963000,30000000,0,93860000,98.8752,12.534,4.0911,-257.7007,
600234.SH,*STɽˮ,2000-11-15,8.3087,8.296,8.4277,8.2535,8.4235,392400,7678956,0.1147,1.3811,19.5692,1.308,594600000,N/A,1860305200,30000000,0,93860000,100.2407,12.7071,4.1476,-261.2597,
600234.SH,*STɽˮ,2000-11-16,8.4235,8.415,8.5764,8.3555,8.4957,1141700,22828410,0.0722,0.8577,19.9951,3.8057,599700000,N/A,1876261400,30000000,0,93860000,101.1005,12.8161,4.1831,-263.5005,
600234.SH,*STɽˮ,2000-11-17,8.4957,8.5424,8.7124,8.5085,8.5339,840600,16997795,0.0382,0.4502,20.221,2.802,602400000,N/A,1884708800,30000000,0,93860000,101.5557,12.8738,4.202,-264.6869,
600234.SH,*STɽˮ,2000-11-20,8.5339,8.5849,8.6614,8.4362,8.4702,261979,5230669,-0.0637,-0.747,19.966,0.8733,597900000,N/A,1870629800,30000000,0,93860000,100.797,12.7776,4.1706,-262.7097,
600234.SH,*STɽˮ,2000-11-21,8.4702,8.4702,8.5254,8.415,8.4532,353210,7036276,-0.017,-0.2007,19.9209,1.1774,596700000,N/A,1866875400,30000000,0,93860000,100.5947,12.7519,4.1622,-262.1824,
600234.SH,*STɽˮ,2000-11-22,8.4532,8.4915,8.5,8.2875,8.4915,480920,9486103,0.0382,0.4525,19.7249,1.6031,599400000,N/A,1875322800,30000000,0,93860000,101.0499,12.8096,4.181,-263.3687,
600234.SH,*STɽˮ,2000-11-23,8.4915,8.5042,8.5042,8.3852,8.415,461948,9158136,-0.0765,-0.9009,19.825,1.5398,594000000,N/A,1858428000,30000000,0,93860000,100.1396,12.6942,4.1434,-260.9961,
600234.SH,*STɽˮ,2000-11-24,8.415,8.4107,8.4915,8.2067,8.364,499724,9813099,-0.051,-0.6061,19.637,1.6657,590400000,N/A,1847164800,30000000,0,93860000,99.5326,12.6173,4.1183,-259.4142,
600234.SH,*STɽˮ,2000-11-27,8.364,8.313,8.4915,8.2025,8.4915,293600,5728521,0.1275,1.5244,19.5113,0.9787,599400000,N/A,1875322800,30000000,0,93860000,101.0499,12.8096,4.181,-263.3687,
600234.SH,*STɽˮ,2000-11-28,8.4915,8.5,8.5764,8.415,8.5594,831083,16657197,0.068,0.8008,20.0428,2.7703,604200000,N/A,1890340400,30000000,0,93860000,101.8591,12.9122,4.2145,-265.4778,
600234.SH,*STɽˮ,2000-11-29,8.5594,8.6062,8.6274,8.3725,8.5085,1012307,20122788,-0.051,-0.5958,19.8781,3.3744,600600000,N/A,1879077200,30000000,0,93860000,101.2522,12.8353,4.1894,-263.896,
600234.SH,*STɽˮ,2000-11-30,8.5085,8.5085,9.1162,8.5085,8.9207,5477611,114141433,0.4122,4.8452,20.8378,18.2587,629700000,N/A,1970121400,30000000,0,93860000,106.158,13.4572,4.3924,-276.6822,
