´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-01,N/A,13.2391,13.6689,12.8333,12.8571,23363700,520026112,N/A,N/A,22.2579,63.1451,796980000,N/A,4984356000,37000000,0,231400000,97.4764,18.8148,12.0903,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-02,12.8571,12.5348,12.5348,11.9379,12.0573,6056600,123484863,-0.7998,-6.221,20.3885,16.3692,747400000,N/A,4674280000,37000000,0,231400000,91.4124,17.6443,11.3382,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-05,12.0573,11.8185,11.9976,11.6395,11.7469,2488900,49026339,-0.3104,-2.5743,19.698,6.7268,728160000,N/A,4553952000,37000000,0,231400000,89.0592,17.1901,11.0463,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-06,11.7469,11.6872,12.3259,11.6693,12.0454,2785100,56348893,0.2984,2.5407,20.2323,7.5273,746660000,N/A,4669652000,37000000,0,231400000,91.3219,17.6268,11.327,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-07,12.0454,12.0454,12.0454,11.7051,11.8305,1499500,29764978,-0.2149,-1.7839,19.8499,4.0527,733340000,N/A,4586348000,37000000,0,231400000,89.6928,17.3124,11.1249,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-08,11.8305,11.8185,11.9976,11.6574,11.8723,882700,17422693,0.0418,0.3532,19.738,2.3857,735930000,N/A,4602546000,37000000,0,231400000,90.0095,17.3735,11.1642,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-09,11.8723,11.9379,11.9976,11.5798,11.5798,1337400,26260813,-0.2925,-2.4635,19.6357,3.6146,717800000,N/A,4489160000,37000000,0,231400000,87.7921,16.9455,10.8892,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-12,11.5798,11.5201,11.5499,11.1321,11.4246,1589700,30172824,-0.1552,-1.3402,18.9802,4.2965,708180000,N/A,4428996000,37000000,0,231400000,86.6155,16.7184,10.7432,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-13,11.4246,11.4604,11.6693,11.4007,11.6693,521000,10072410,0.2447,2.1421,19.3328,1.4081,723350000,N/A,4523870000,37000000,0,231400000,88.4709,17.0766,10.9733,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-14,11.6693,11.6693,11.6992,11.4007,11.5619,635600,12266790,-0.1074,-0.9207,19.2995,1.7178,716690000,N/A,4482218000,37000000,0,231400000,87.6563,16.9193,10.8723,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-15,11.5619,11.4485,11.5201,11.335,11.4783,531200,10170968,-0.0836,-0.7228,19.1472,1.4357,711510000,N/A,4449822000,37000000,0,231400000,87.0228,16.797,10.7937,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-16,11.4783,11.4783,12.0454,11.3589,11.6395,1662800,32904337,0.1612,1.4041,19.7885,4.4941,721500000,N/A,4512300000,37000000,0,231400000,88.2446,17.0329,10.9453,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-19,11.6395,11.5081,11.9857,11.5081,11.7827,618500,12258997,0.1433,1.2308,19.8205,1.6716,730380000,N/A,4567836000,37000000,0,231400000,89.3307,17.2425,11.08,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-20,11.7827,11.6395,11.7588,11.4664,11.5738,529000,10234528,-0.2089,-1.773,19.3469,1.4297,717430000,N/A,4486846000,37000000,0,231400000,87.7468,16.9368,10.8835,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-21,11.5738,11.544,11.926,11.5201,11.8663,371700,7325601,0.2925,2.5271,19.7084,1.0046,735560000,N/A,4600232000,37000000,0,231400000,89.9643,17.3648,11.1586,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-22,11.8663,11.8663,11.8782,11.6633,11.7648,414700,8176339,-0.1015,-0.8551,19.7163,1.1208,729270000,N/A,4560894000,37000000,0,231400000,89.195,17.2163,11.0632,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-23,11.7648,11.7588,11.9857,11.7051,11.926,602500,11971763,0.1612,1.3699,19.8701,1.6284,739260000,N/A,4623372000,37000000,0,231400000,90.4168,17.4522,11.2147,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-26,11.926,11.9976,12.0573,11.8006,11.8185,846300,16907892,-0.1074,-0.9009,19.9786,2.2873,732600000,N/A,4581720000,37000000,0,231400000,89.6022,17.2949,11.1137,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-27,11.8185,11.8543,12.296,11.8543,12.0274,983700,19977550,0.2089,1.7677,20.3086,2.6586,745550000,N/A,4662710000,37000000,0,231400000,91.1861,17.6006,11.3101,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-28,12.0274,12.0454,12.0931,11.9379,12.0692,374200,7547173,0.0418,0.3474,20.1688,1.0114,748140000,N/A,4678908000,37000000,0,231400000,91.5029,17.6618,11.3494,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-29,12.0692,12.0871,12.308,11.9857,12.2065,999300,20329090,0.1373,1.1375,20.3433,2.7008,756650000,N/A,4732130000,37000000,0,231400000,92.5437,17.8627,11.4785,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-06-30,12.2065,12.2065,12.2065,11.9379,11.9976,865000,17472239,-0.2089,-1.7115,20.1991,2.3378,743700000,N/A,4651140000,37000000,0,231400000,90.9599,17.557,11.2821,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-03,11.9976,11.9379,11.9976,11.6992,11.7708,544300,10857446,-0.2268,-1.8905,19.9475,1.4711,729640000,N/A,4563208000,37000000,0,231400000,89.2402,17.225,11.0688,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-04,11.7708,11.6395,11.9797,11.5917,11.8185,482400,9582739,0.0478,0.4057,19.8647,1.3038,732600000,N/A,4581720000,37000000,0,231400000,89.6022,17.2949,11.1137,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-05,11.8185,11.9379,11.9498,11.7111,11.8603,441300,8735663,0.0418,0.3535,19.7953,1.1927,735190000,N/A,4597918000,37000000,0,231400000,89.919,17.3561,11.153,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-06,11.8603,11.8185,11.8185,11.5917,11.6693,602000,11793432,-0.191,-1.6105,19.5904,1.627,723350000,N/A,4523870000,37000000,0,231400000,88.4709,17.0766,10.9733,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-07,11.6693,11.6395,11.9379,11.6395,11.9021,424000,8371454,0.2328,1.9949,19.744,1.1459,737780000,N/A,4614116000,37000000,0,231400000,90.2358,17.4172,11.1923,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-10,11.9021,11.8782,11.9379,11.735,11.7767,396400,7824452,-0.1253,-1.0532,19.7388,1.0714,730010000,N/A,4565522000,37000000,0,231400000,89.2855,17.2338,11.0744,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-11,11.7767,11.7827,11.8484,11.7409,11.7648,415700,8203406,-0.0119,-0.1014,19.734,1.1235,729270000,N/A,4560894000,37000000,0,231400000,89.195,17.2163,11.0632,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-12,11.7648,11.7588,11.9379,11.7588,11.8245,372600,7390772,0.0597,0.5074,19.8357,1.007,732970000,N/A,4584034000,37000000,0,231400000,89.6475,17.3037,11.1193,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-13,11.8245,11.9379,12.4453,11.9379,12.2722,1351100,27731507,0.4477,3.786,20.5251,3.6516,760720000,N/A,4757584000,37000000,0,231400000,93.0415,17.9588,11.5403,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-14,12.2722,12.3259,12.4154,12.117,12.314,727500,14941686,0.0418,0.3405,20.5384,1.9662,763310000,N/A,4773782000,37000000,0,231400000,93.3583,18.0199,11.5795,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-17,12.314,12.3259,12.4154,12.1767,12.1826,356200,7292127,-0.1313,-1.0664,20.472,0.9627,755170000,N/A,4722874000,37000000,0,231400000,92.3627,17.8277,11.4561,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-18,12.1826,12.1349,12.2901,11.9976,12.0573,309800,6277423,-0.1253,-1.0289,20.2628,0.8373,747400000,N/A,4674280000,37000000,0,231400000,91.4124,17.6443,11.3382,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-19,12.0573,11.9976,12.117,11.9439,12.0155,235300,4742969,-0.0418,-0.3465,20.1571,0.6359,744810000,N/A,4658082000,37000000,0,231400000,91.0956,17.5832,11.2989,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-20,12.0155,11.9857,12.0633,11.9857,12.0095,308500,6212014,-0.006,-0.0497,20.1362,0.8338,744440000,N/A,4655768000,37000000,0,231400000,91.0504,17.5744,11.2933,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-21,12.0095,11.9976,12.0991,11.9737,11.9976,263500,5308837,-0.0119,-0.0994,20.1474,0.7122,743700000,N/A,4651140000,37000000,0,231400000,90.9599,17.557,11.2821,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-24,11.9976,11.9379,11.9379,11.6992,11.8066,329400,6502183,-0.191,-1.592,19.7395,0.8903,731860000,N/A,4577092000,37000000,0,231400000,89.5117,17.2775,11.1024,N/A,
600258.SH,Ê×ÂÃ¾Æµê,2000-07-25,11.8066,11.7588,11.8185,11.6633,11.7469,213800,4198185,-0.0597,-0.5056,19.636,0.5778,728160000,N/A,4553952000,37000000,0,231400000,89.0592,17.1901,11.0463,N/A,
