����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
600696.SH,ƥ͹ƥ,1994-01-06,4.2314,4.3131,4.3585,4.2011,4.3433,838500,11914000,0.112,2.6466,14.2087,2.5976,463218000,N/A,1988336000,32280000,0,138560000,45.026,6.186,17.52,N/A,
600696.SH,ƥ͹ƥ,1994-01-07,4.3433,4.413,4.4644,4.3585,4.3887,1079400,15712000,0.0454,1.0453,14.5562,3.3439,468060000,N/A,2009120000,32280000,0,138560000,45.4967,6.2507,17.7031,N/A,
600696.SH,ƥ͹ƥ,1994-01-10,4.3887,4.4795,4.5855,4.4341,4.5401,1055700,15740000,0.1513,3.4483,14.9095,3.2704,484200000,N/A,2078400000,32280000,0,138560000,47.0655,6.4662,18.3136,N/A,
600696.SH,ƥ͹ƥ,1994-01-11,4.5401,4.5401,4.6127,4.4009,4.4341,875700,12995000,-0.1059,-2.3333,14.8396,2.7128,472902000,N/A,2029904000,32280000,0,138560000,45.9673,6.3153,17.8862,N/A,
600696.SH,ƥ͹ƥ,1994-01-12,4.4341,4.4341,4.4977,4.3222,4.3827,366100,5333000,-0.0515,-1.1604,14.5671,1.1341,467414400,N/A,2006348800,32280000,0,138560000,45.4339,6.2421,17.6787,N/A,
600696.SH,ƥ͹ƥ,1994-01-13,4.3827,4.3948,7.706,4.3433,4.422,340900,5045000,0.0393,0.8978,14.7991,1.0561,471610800,N/A,2024361600,32280000,0,138560000,45.8418,6.2981,17.8374,N/A,
600696.SH,ƥ͹ƥ,1994-01-14,4.422,4.4341,4.4674,3.9347,4.1163,1277100,17664000,-0.3057,-6.9131,13.8313,3.9563,439008000,N/A,1884416000,32280000,0,138560000,42.6727,5.8627,16.6043,N/A,
600696.SH,ƥ͹ƥ,1994-01-17,4.1163,4.1769,4.2344,4.0891,4.1617,426100,5864000,0.0454,1.1029,13.762,1.32,443850000,N/A,1905200000,32280000,0,138560000,43.1434,5.9274,16.7874,N/A,
600696.SH,ƥ͹ƥ,1994-01-18,4.1617,4.1466,4.1466,3.9347,4.0013,458200,6052000,-0.1604,-3.8545,13.2082,1.4195,426741600,N/A,1831763200,32280000,0,138560000,41.4804,5.6989,16.1404,N/A,
600696.SH,ƥ͹ƥ,1994-01-19,4.0013,3.965,4.0013,3.6472,3.8379,520500,6582000,-0.1634,-4.0847,12.6455,1.6125,409310400,N/A,1756940800,32280000,0,138560000,39.786,5.4661,15.4811,N/A,
600696.SH,ƥ͹ƥ,1994-01-20,3.8379,3.7834,3.7834,3.6411,3.7229,432500,5328000,-0.115,-2.9968,12.3191,1.3398,397044000,N/A,1704288000,32280000,0,138560000,38.5937,5.3023,15.0171,N/A,
600696.SH,ƥ͹ƥ,1994-01-21,3.7229,3.7229,3.8742,3.7077,3.8439,483100,6114000,0.1211,3.252,12.6558,1.4966,409956000,N/A,1759712000,32280000,0,138560000,39.8488,5.4747,15.5055,N/A,
600696.SH,ƥ͹ƥ,1994-01-24,3.8439,3.9347,4.0255,3.9347,4.0104,575000,7565000,0.1665,4.3307,13.1565,1.7813,427710000,N/A,1835920000,32280000,0,138560000,41.5745,5.7118,16.177,N/A,
600696.SH,ƥ͹ƥ,1994-01-25,4.0104,3.9953,4.0407,3.8197,3.8651,362600,4733000,-0.1453,-3.6226,13.053,1.1233,412215600,N/A,1769411200,32280000,0,138560000,40.0684,5.5049,15.5909,N/A,
600696.SH,ƥ͹ƥ,1994-01-26,3.8651,3.8379,3.8742,3.7895,3.8591,213000,2692000,-0.0061,-0.1566,12.6385,0.6599,411570000,N/A,1766640000,32280000,0,138560000,40.0057,5.4963,15.5665,N/A,
600696.SH,ƥ͹ƥ,1994-01-27,3.8591,3.8742,3.9287,3.8621,3.9075,186300,2397000,0.0484,1.2549,12.8663,0.5771,416734800,N/A,1788809600,32280000,0,138560000,40.5077,5.5653,15.7619,N/A,
600696.SH,ƥ͹ƥ,1994-01-28,3.9075,3.9226,3.9317,3.7289,3.7773,286000,3594000,-0.1301,-3.3308,12.5664,0.886,402854400,N/A,1729228800,32280000,0,138560000,39.1585,5.3799,15.2369,N/A,
600696.SH,ƥ͹ƥ,1994-01-31,3.7773,3.6654,3.738,3.6351,3.6744,471600,5719000,-0.1029,-2.7244,12.1268,1.461,391879200,N/A,1682118400,32280000,0,138560000,38.0917,5.2333,14.8218,N/A,
600696.SH,ƥ͹ƥ,1994-02-01,3.6744,3.6775,3.6775,3.4807,3.5715,267600,3190000,-0.1029,-2.8007,11.9208,0.829,380904000,N/A,1635008000,32280000,0,138560000,37.0249,5.0868,14.4067,N/A,
600696.SH,ƥ͹ƥ,1994-02-02,3.5715,3.4959,3.6623,3.4959,3.6623,256000,3035000,0.0908,2.5424,11.8555,0.7931,390588000,N/A,1676576000,32280000,0,138560000,37.9662,5.2161,14.7729,N/A,
600696.SH,ƥ͹ƥ,1994-02-03,3.6623,3.6865,3.7713,3.6472,3.6775,390100,4787000,0.0151,0.4132,12.2712,1.2085,392202000,N/A,1683504000,32280000,0,138560000,38.1231,5.2376,14.834,N/A,
600696.SH,ƥ͹ƥ,1994-02-04,3.6775,3.7077,3.8137,3.7077,3.7834,403600,5005000,0.1059,2.8807,12.4009,1.2503,403500000,N/A,1732000000,32280000,0,138560000,39.2213,5.3885,15.2613,N/A,
600696.SH,ƥ͹ƥ,1994-02-14,3.7834,3.9378,4.0255,3.7531,3.7834,422900,5434000,0,0,12.8494,1.3101,403500000,N/A,1732000000,32280000,0,138560000,39.2213,5.3885,15.2613,N/A,
600696.SH,ƥ͹ƥ,1994-02-15,3.7834,3.6623,3.7229,3.6018,3.6926,241300,2935000,-0.0908,-2.4,12.1633,0.7475,393816000,N/A,1690432000,32280000,0,138560000,38.2799,5.2592,14.895,N/A,
600696.SH,ƥ͹ƥ,1994-02-16,3.6926,3.7743,3.7743,3.6956,3.7229,115100,1415000,0.0303,0.8197,12.2937,0.3566,397044000,N/A,1704288000,32280000,0,138560000,38.5937,5.3023,15.0171,N/A,
600696.SH,ƥ͹ƥ,1994-02-17,3.7229,3.7289,3.738,3.6502,3.6775,104300,1271000,-0.0454,-1.2195,12.186,0.3231,392202000,N/A,1683504000,32280000,0,138560000,38.1231,5.2376,14.834,N/A,
600696.SH,ƥ͹ƥ,1994-02-18,3.6775,3.6623,3.6926,3.6472,3.6775,81500,990000,0,0,12.1472,0.2525,392202000,N/A,1683504000,32280000,0,138560000,38.1231,5.2376,14.834,N/A,
600696.SH,ƥ͹ƥ,1994-02-21,3.6775,3.6321,3.6563,3.6018,3.6048,124400,1486000,-0.0726,-1.9753,11.9453,0.3854,384454800,N/A,1650249600,32280000,0,138560000,37.37,5.1342,14.541,N/A,
600696.SH,ƥ͹ƥ,1994-02-22,3.6048,3.5201,3.9287,3.4232,3.5201,925800,10883000,-0.0847,-2.351,11.7552,2.868,375416400,N/A,1611452800,32280000,0,138560000,36.4915,5.0135,14.1991,N/A,
600696.SH,ƥ͹ƥ,1994-02-23,3.5201,3.5201,3.5352,3.3294,3.3718,1530500,17058000,-0.1483,-4.2132,11.1454,4.7413,359599200,N/A,1543558400,32280000,0,138560000,34.954,4.8022,13.6009,N/A,
600696.SH,ƥ͹ƥ,1994-02-24,3.3718,3.3597,3.3597,3.1781,3.2537,680300,7296000,-0.118,-3.5009,10.7247,2.1075,347010000,N/A,1489520000,32280000,0,138560000,33.7303,4.6341,13.1247,N/A,
600696.SH,ƥ͹ƥ,1994-02-25,3.2537,3.3294,3.3899,3.1841,3.2416,1050200,11345000,-0.0121,-0.3721,10.8027,3.2534,345718800,N/A,1483977600,32280000,0,138560000,33.6048,4.6169,13.0759,N/A,
600696.SH,ƥ͹ƥ,1994-02-28,3.2416,3.3233,3.3294,3.1841,3.2053,1324600,14315000,-0.0363,-1.1204,10.807,4.1035,341845200,N/A,1467350400,32280000,0,138560000,33.2283,4.5651,12.9294,N/A,
600696.SH,ƥ͹ƥ,1994-03-01,3.2053,3.2083,3.2083,3.0267,3.0267,732600,7446000,-0.1786,-5.5713,10.1638,2.2695,322800000,N/A,1385600000,32280000,0,138560000,31.377,4.3108,12.209,N/A,
600696.SH,ƥ͹ƥ,1994-03-02,3.0267,3.0116,3.0116,2.7573,2.7937,971700,9229000,-0.2331,-7.7,9.4978,3.0102,297944400,N/A,1278908800,32280000,0,138560000,28.961,3.9789,11.2689,N/A,
600696.SH,ƥ͹ƥ,1994-03-03,2.7937,2.7271,2.9934,2.7241,2.8754,1808900,17325000,0.0817,2.9252,9.5776,5.6038,306660000,N/A,1316320000,32280000,0,138560000,29.8082,4.0953,11.5986,N/A,
600696.SH,ƥ͹ƥ,1994-03-04,2.8754,2.9208,2.9662,2.7846,2.8149,712000,6803000,-0.0605,-2.1053,9.5548,2.2057,300204000,N/A,1288608000,32280000,0,138560000,29.1806,4.0091,11.3544,N/A,
600696.SH,ƥ͹ƥ,1994-03-07,2.8149,2.7846,2.7846,2.7301,2.7483,86100,782000,-0.0666,-2.3656,9.0825,0.2667,293102400,N/A,1258124800,32280000,0,138560000,28.4903,3.9142,11.0858,N/A,
600696.SH,ƥ͹ƥ,1994-03-08,2.7483,2.7362,2.8451,2.5455,2.6393,494500,4446000,-0.109,-3.9648,8.9909,1.5319,281481600,N/A,1208243200,32280000,0,138560000,27.3608,3.759,10.6463,N/A,
600696.SH,ƥ͹ƥ,1994-03-09,2.6393,2.6272,2.6938,2.5455,2.5667,854600,7390000,-0.0726,-2.7523,8.6473,2.6475,273734400,N/A,1174988800,32280000,0,138560000,26.6077,3.6556,10.3533,N/A,
600696.SH,ƥ͹ƥ,1994-03-10,2.5667,2.5727,2.6635,2.4153,2.4274,1223900,10114000,-0.1392,-5.4245,8.2637,3.7915,258885600,N/A,1111251200,32280000,0,138560000,25.1644,3.4573,9.7917,N/A,
600696.SH,ƥ͹ƥ,1994-03-11,2.4274,2.4214,2.5576,2.4062,2.5424,892000,7344000,0.115,4.7382,8.2332,2.7633,271152000,N/A,1163904000,32280000,0,138560000,26.3567,3.6211,10.2556,N/A,
600696.SH,ƥ͹ƥ,1994-03-14,2.5424,2.8754,3.2689,2.7271,3.2023,3976300,39042000,0.6598,25.9524,9.8187,12.3182,341522400,N/A,1465964800,32280000,0,138560000,33.1969,4.5608,12.9172,N/A,
600696.SH,ƥ͹ƥ,1994-03-15,3.2023,3.3233,3.3233,2.8451,2.9965,3012900,31075000,-0.2058,-6.4272,10.314,9.3336,319572000,N/A,1371744000,32280000,0,138560000,31.0632,4.2677,12.087,N/A,
600696.SH,ƥ͹ƥ,1994-03-16,2.9965,2.9662,3.0509,2.8754,3.0267,1189300,11751000,0.0303,1.0101,9.8806,3.6843,322800000,N/A,1385600000,32280000,0,138560000,31.377,4.3108,12.209,N/A,
600696.SH,ƥ͹ƥ,1994-03-17,3.0267,3.1115,3.1992,2.9753,3.1024,2452900,25115000,0.0757,2.5,10.2389,7.5988,330870000,N/A,1420240000,32280000,0,138560000,32.1614,4.4186,12.5143,N/A,
600696.SH,ƥ͹ƥ,1994-03-18,3.1024,3.1538,3.5564,3.1024,3.1781,11647800,128096000,0.0757,2.439,10.9974,36.0836,338940000,N/A,1454880000,32280000,0,138560000,32.9459,4.5264,12.8195,N/A,
600696.SH,ƥ͹ƥ,1994-03-21,3.1781,3.1781,3.2053,2.8935,2.9662,1747400,17653000,-0.2119,-6.6667,10.1024,5.4133,316344000,N/A,1357888000,32280000,0,138560000,30.7495,4.2246,11.9649,N/A,
600696.SH,ƥ͹ƥ,1994-03-22,2.9662,2.8754,2.9965,2.83,2.9813,630500,6052830,0.0151,0.5102,9.6,1.9532,317958000,N/A,1364816000,32280000,0,138560000,30.9064,4.2461,12.0259,N/A,
600696.SH,ƥ͹ƥ,1994-03-23,2.9813,2.9813,2.9965,2.8179,2.8451,522200,4981185,-0.1362,-4.5685,9.5388,1.6177,303432000,N/A,1302464000,32280000,0,138560000,29.4944,4.0522,11.4765,N/A,
600696.SH,ƥ͹ƥ,1994-03-24,2.8451,2.8149,2.9511,2.7089,2.8118,704500,6585786,-0.0333,-1.1702,9.3482,2.1825,299881200,N/A,1287222400,32280000,0,138560000,29.1492,4.0047,11.3422,N/A,
600696.SH,ƥ͹ƥ,1994-03-25,2.8118,2.83,2.8693,2.7573,2.7846,516900,4758010,-0.0272,-0.9688,9.2049,1.6013,296976000,N/A,1274752000,32280000,0,138560000,28.8668,3.9659,11.2323,N/A,
600696.SH,ƥ͹ƥ,1994-03-28,2.7846,2.718,2.7483,2.6575,2.7029,445700,3965260,-0.0817,-2.9348,8.8967,1.3807,288260400,N/A,1237340800,32280000,0,138560000,28.0197,3.8496,10.9027,N/A,
600696.SH,ƥ͹ƥ,1994-03-29,2.7029,2.7241,2.8149,2.7241,2.7906,383000,3516398,0.0878,3.2475,9.1812,1.1865,297621600,N/A,1277523200,32280000,0,138560000,28.9296,3.9746,11.2567,N/A,
600696.SH,ƥ͹ƥ,1994-03-30,2.7906,2.7997,2.8149,2.7241,2.7422,340200,3098454,-0.0484,-1.7354,9.1077,1.0539,292456800,N/A,1255353600,32280000,0,138560000,28.4276,3.9056,11.0614,N/A,
600696.SH,ƥ͹ƥ,1994-03-31,2.7422,2.7543,2.9632,2.7543,2.7967,758600,7133858,0.0545,1.9868,9.404,2.3501,298267200,N/A,1280294400,32280000,0,138560000,28.9924,3.9832,11.2812,N/A,
600696.SH,ƥ͹ƥ,1994-04-01,2.7967,2.7846,2.8391,2.7664,2.8209,463000,4282224,0.0242,0.8658,9.2489,1.4343,300849600,N/A,1291379200,32280000,0,138560000,29.2434,4.0177,11.3788,N/A,
600696.SH,ƥ͹ƥ,1994-04-04,2.8209,2.8754,2.9662,2.83,2.9208,1016300,9727924,0.0999,3.5408,9.5719,3.1484,311502000,N/A,1337104000,32280000,0,138560000,30.2788,4.1599,11.7817,N/A,
600696.SH,ƥ͹ƥ,1994-04-05,2.9208,2.9662,2.9813,2.7876,2.8149,1078500,10254381,-0.1059,-3.6269,9.508,3.3411,300204000,N/A,1288608000,32280000,0,138560000,29.1806,4.0091,11.3544,N/A,
600696.SH,ƥ͹ƥ,1994-04-06,2.8149,2.8179,2.8603,2.7846,2.8149,346000,3211252,0,0,9.2811,1.0719,300204000,N/A,1288608000,32280000,0,138560000,29.1806,4.0091,11.3544,N/A,
600696.SH,ƥ͹ƥ,1994-04-07,2.8149,2.8088,2.9359,2.7846,2.8875,556700,5273404,0.0726,2.5806,9.4726,1.7246,307951200,N/A,1321862400,32280000,0,138560000,29.9337,4.1125,11.6474,N/A,
600696.SH,ƥ͹ƥ,1994-04-08,2.8875,2.9208,2.9511,2.8451,2.8451,734000,7038305,-0.0424,-1.4675,9.589,2.2739,303432000,N/A,1302464000,32280000,0,138560000,29.4944,4.0522,11.4765,N/A,
600696.SH,ƥ͹ƥ,1994-04-11,2.8451,2.8451,2.8451,2.7846,2.8088,260300,2412303,-0.0363,-1.2766,9.2674,0.8064,299558400,N/A,1285836800,32280000,0,138560000,29.1179,4.0004,11.33,N/A,
600696.SH,ƥ͹ƥ,1994-04-12,2.8088,2.7543,2.8693,2.7331,2.7937,166800,1532842,-0.0151,-0.5388,9.1897,0.5167,297944400,N/A,1278908800,32280000,0,138560000,28.961,3.9789,11.2689,N/A,
600696.SH,ƥ͹ƥ,1994-04-13,2.7937,2.83,2.83,2.7331,2.7695,265300,2429310,-0.0242,-0.8667,9.1568,0.8219,295362000,N/A,1267824000,32280000,0,138560000,28.71,3.9444,11.1713,N/A,
600696.SH,ƥ͹ƥ,1994-04-14,2.7695,2.7513,2.7755,2.6635,2.6696,343500,3082544,-0.0999,-3.6066,8.9739,1.0641,284709600,N/A,1222099200,32280000,0,138560000,27.6745,3.8021,10.7684,N/A,
600696.SH,ƥ͹ƥ,1994-04-15,2.6696,2.609,2.7695,2.4759,2.7695,703300,6006250,0.0999,3.7415,8.5401,2.1787,295362000,N/A,1267824000,32280000,0,138560000,28.71,3.9444,11.1713,N/A,
600696.SH,ƥ͹ƥ,1994-04-18,2.7695,2.6635,2.6786,2.5273,2.5818,282200,2433345,-0.1877,-6.776,8.6228,0.8742,275348400,N/A,1181916800,32280000,0,138560000,26.7646,3.6771,10.4143,N/A,
600696.SH,ƥ͹ƥ,1994-04-19,2.5818,2.5364,2.6211,2.4577,2.5848,526400,4382333,0.003,0.1172,8.3251,1.6307,275671200,N/A,1183302400,32280000,0,138560000,26.796,3.6814,10.4265,N/A,
600696.SH,ƥ͹ƥ,1994-04-20,2.5848,2.488,2.5122,2.4062,2.4365,1106700,9028166,-0.1483,-5.7377,8.1577,3.4284,259854000,N/A,1115408000,32280000,0,138560000,25.2585,3.4702,9.8283,N/A,
600696.SH,ƥ͹ƥ,1994-04-21,2.4365,2.4214,2.6908,2.3941,2.6302,1084400,9009268,0.1937,7.9503,8.3081,3.3594,280513200,N/A,1204086400,32280000,0,138560000,27.2666,3.7461,10.6097,N/A,
600696.SH,ƥ͹ƥ,1994-04-22,2.6302,2.6302,2.6786,2.4668,2.497,964500,8223352,-0.1332,-5.0633,8.526,2.9879,266310000,N/A,1143120000,32280000,0,138560000,25.886,3.5564,10.0725,N/A,
600696.SH,ƥ͹ƥ,1994-04-25,2.497,2.4668,2.5213,2.4244,2.4516,177700,1445532,-0.0454,-1.8182,8.1347,0.5505,261468000,N/A,1122336000,32280000,0,138560000,25.4154,3.4918,9.8893,N/A,
600696.SH,ƥ͹ƥ,1994-04-26,2.4516,2.4819,2.5364,2.4456,2.5303,243500,2013801,0.0787,3.2099,8.2702,0.7543,269860800,N/A,1158361600,32280000,0,138560000,26.2312,3.6038,10.2068,N/A,
600696.SH,ƥ͹ƥ,1994-04-27,2.5303,2.6877,2.718,2.5878,2.6332,841600,7387818,0.1029,4.067,8.7783,2.6072,280836000,N/A,1205472000,32280000,0,138560000,27.298,3.7504,10.6219,N/A,
600696.SH,ƥ͹ƥ,1994-04-28,2.6332,2.6332,2.6332,2.6332,2.6332,N/A,N/A,0,0,N/A,N/A,280836000,N/A,1205472000,32280000,0,138560000,27.298,3.7504,10.6219,N/A,
600696.SH,ƥ͹ƥ,1994-04-29,2.6332,2.603,2.603,2.4819,2.5364,614900,5130817,-0.0969,-3.6782,8.3441,1.9049,270506400,N/A,1161132800,32280000,0,138560000,26.2939,3.6125,10.2312,N/A,
600696.SH,ƥ͹ƥ,1994-05-03,2.5364,2.5273,2.5364,2.4516,2.5273,212300,1758017,-0.0091,-0.358,8.2808,0.6577,269538000,N/A,1156976000,32280000,0,138560000,26.1998,3.5995,10.1946,N/A,
600696.SH,ƥ͹ƥ,1994-05-04,2.5273,2.5727,2.5969,2.5273,2.5727,306700,2598926,0.0454,1.7964,8.4738,0.9501,274380000,N/A,1177760000,32280000,0,138560000,26.6705,3.6642,10.3777,N/A,
600696.SH,ƥ͹ƥ,1994-05-05,2.5727,2.5364,2.5424,2.4214,2.4516,239800,1957544,-0.1211,-4.7059,8.1632,0.7429,261468000,N/A,1122336000,32280000,0,138560000,25.4154,3.4918,9.8893,N/A,
600696.SH,ƥ͹ƥ,1994-05-06,2.4516,2.4365,2.4789,2.3608,2.4274,258800,2065643,-0.0242,-0.9877,7.9816,0.8017,258885600,N/A,1111251200,32280000,0,138560000,25.1644,3.4573,9.7917,N/A,
600696.SH,ƥ͹ƥ,1994-05-09,2.4274,2.4819,2.5061,2.4365,2.4819,207100,1690426,0.0545,2.2444,8.1624,0.6416,264696000,N/A,1136192000,32280000,0,138560000,25.7291,3.5349,10.0114,N/A,
600696.SH,ƥ͹ƥ,1994-05-10,2.4819,2.4849,2.5092,2.4607,2.5061,165400,1361262,0.0242,0.9756,8.2301,0.5124,267278400,N/A,1147276800,32280000,0,138560000,25.9802,3.5694,10.1091,N/A,
600696.SH,ƥ͹ƥ,1994-05-11,2.5061,2.5424,2.8451,2.5122,2.5969,4700500,42085118,0.0908,3.6232,8.9533,14.5616,276962400,N/A,1188844800,32280000,0,138560000,26.9215,3.6987,10.4754,N/A,
600696.SH,ƥ͹ƥ,1994-05-12,2.5969,2.6575,2.7241,2.5061,2.5273,1410900,12209440,-0.0696,-2.6807,8.6537,4.3708,269538000,N/A,1156976000,32280000,0,138560000,26.1998,3.5995,10.1946,N/A,
600696.SH,ƥ͹ƥ,1994-05-13,2.5273,2.5667,2.5969,2.5061,2.5969,583100,4906072,0.0696,2.7545,8.4138,1.8064,276962400,N/A,1188844800,32280000,0,138560000,26.9215,3.6987,10.4754,N/A,
600696.SH,ƥ͹ƥ,1994-05-16,2.5969,2.6272,2.7543,2.6272,2.7029,2867100,25485923,0.1059,4.0793,8.8891,8.882,288260400,N/A,1237340800,32280000,0,138560000,28.0197,3.8496,10.9027,N/A,
600696.SH,ƥ͹ƥ,1994-05-17,2.7029,2.7241,2.7997,2.606,2.715,3287100,29625967,0.0121,0.4479,9.0128,10.1831,289551600,N/A,1242883200,32280000,0,138560000,28.1452,3.8668,10.9515,N/A,
600696.SH,ƥ͹ƥ,1994-05-18,2.715,2.6938,2.721,2.5878,2.6908,1148700,10130293,-0.0242,-0.8919,8.8189,3.5586,286969200,N/A,1231798400,32280000,0,138560000,27.8942,3.8323,10.8538,N/A,
600696.SH,ƥ͹ƥ,1994-05-19,2.6908,2.603,2.6605,2.5727,2.6332,236000,2029500,-0.0575,-2.1372,8.5996,0.7311,280836000,N/A,1205472000,32280000,0,138560000,27.298,3.7504,10.6219,N/A,
