����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
600567.SH,ɽӥֽҵ,2002-02-05,2.9888,2.994,2.9993,2.9415,2.994,3113822,35299228,0.0053,0.1757,11.3363,5.1897,684000000,N/A,1829700000,60000000,0,160500000,79.4311,5.548,6.5126,15.9564,
600567.SH,ɽӥֽҵ,2002-02-06,2.994,2.9993,3.0071,2.91,2.9205,3112775,34962227,-0.0735,-2.4561,11.2319,5.188,667200000,N/A,1784760000,60000000,0,160500000,77.4801,5.4117,6.3527,15.5645,
600567.SH,ɽӥֽҵ,2002-02-07,2.9205,2.9152,3.0071,2.9073,2.9625,2333085,26349916,0.042,1.4388,11.294,3.8885,676800000,N/A,1810440000,60000000,0,160500000,78.595,5.4896,6.4441,15.7884,
600567.SH,ɽӥֽҵ,2002-02-08,2.9625,2.9783,3.0071,2.9415,2.9441,2513021,28504132,-0.0184,-0.6206,11.3426,4.1884,672600000,N/A,1799205000,60000000,0,160500000,78.1072,5.4555,6.4041,15.6904,
600567.SH,ɽӥֽҵ,2002-02-25,2.9441,3.0203,3.0465,2.9677,2.9914,2857531,32715630,0.0473,1.6057,11.4489,4.7626,683400000,N/A,1828095000,60000000,0,160500000,79.3614,5.5431,6.5069,15.9424,
600567.SH,ɽӥֽҵ,2002-02-26,2.9914,3.0045,3.0282,2.9389,3.0098,2017887,22935536,0.0184,0.6146,11.3661,3.3631,687600000,N/A,1839330000,60000000,0,160500000,79.8491,5.5772,6.5469,16.0403,
600567.SH,ɽӥֽҵ,2002-02-27,3.0098,3.0071,3.0807,2.9809,3.0255,3873854,44904953,0.0158,0.5236,11.5918,6.4564,691200000,N/A,1848960000,60000000,0,160500000,80.2672,5.6064,6.5812,16.1243,
600567.SH,ɽӥֽҵ,2002-02-28,3.0255,3.036,3.0465,2.9677,2.9835,2611425,29840105,-0.042,-1.3889,11.4268,4.3524,681600000,N/A,1823280000,60000000,0,160500000,79.1524,5.5285,6.4898,15.9004,
600567.SH,ɽӥֽҵ,2002-03-01,2.9835,2.9756,2.9993,2.9362,2.9389,2234858,25143007,-0.0446,-1.4965,11.2504,3.7248,671400000,N/A,1795995000,60000000,0,160500000,77.9679,5.4458,6.3927,15.6624,
600567.SH,ɽӥֽҵ,2002-03-04,2.9389,2.9205,3.0098,2.9205,2.9993,1890872,21377385,0.0604,2.0554,11.3056,3.1515,685200000,N/A,1832910000,60000000,0,160500000,79.5704,5.5577,6.5241,15.9844,
600567.SH,ɽӥֽҵ,2002-03-05,2.9993,3.0203,3.0781,2.994,3.0413,4234523,49071906,0.042,1.4011,11.5885,7.0575,694800000,N/A,1858590000,60000000,0,160500000,80.6853,5.6356,6.6155,16.2083,
600567.SH,ɽӥֽҵ,2002-03-06,3.0413,3.0702,3.1043,3.0124,3.0203,4548821,53081567,-0.021,-0.6908,11.6693,7.5814,690000000,N/A,1845750000,60000000,0,160500000,80.1278,5.5967,6.5698,16.0963,
600567.SH,ɽӥֽҵ,2002-03-07,3.0203,3.0203,3.1516,3.0071,3.1385,5853424,69401400,0.1182,3.913,11.8565,9.7557,717000000,N/A,1917975000,60000000,0,160500000,83.2633,5.8157,6.8268,16.7262,
600567.SH,ɽӥֽҵ,2002-03-08,3.1385,3.1516,3.1779,3.0728,3.1411,5616073,66619291,0.0026,0.0837,11.8623,9.3601,717600000,N/A,1919580000,60000000,0,160500000,83.333,5.8205,6.8326,16.7402,
600567.SH,ɽӥֽҵ,2002-03-11,3.1411,3.1516,3.1726,3.1069,3.1673,4115478,49167886,0.0263,0.8361,11.9471,6.8591,723600000,N/A,1935630000,60000000,0,160500000,84.0297,5.8692,6.8897,16.8802,
600567.SH,ɽӥֽҵ,2002-03-12,3.1673,3.1726,3.1779,3.0728,3.0754,4162651,49318349,-0.0919,-2.9022,11.8478,6.9378,702600000,N/A,1879455000,60000000,0,160500000,81.5911,5.6989,6.6897,16.3903,
600567.SH,ɽӥֽҵ,2002-03-13,3.0754,3.0728,3.1385,3.057,3.0623,2534928,29763732,-0.0131,-0.427,11.7415,4.2249,699600000,N/A,1871430000,60000000,0,160500000,81.2427,5.6745,6.6612,16.3203,
600567.SH,ɽӥֽҵ,2002-03-14,3.0623,3.0649,3.1385,3.0413,3.1253,2498448,29281010,0.063,2.0583,11.7197,4.1641,714000000,N/A,1909950000,60000000,0,160500000,82.9149,5.7913,6.7983,16.6562,
600567.SH,ɽӥֽҵ,2002-03-15,3.1253,3.1463,3.1595,2.9966,3.0045,2801450,32945737,-0.1208,-3.8655,11.7602,4.6691,686400000,N/A,1836120000,60000000,0,160500000,79.7098,5.5675,6.5355,16.0124,
600567.SH,ɽӥֽҵ,2002-03-18,3.0045,3.0675,3.0938,2.9783,3.0203,1796671,20703138,0.0158,0.5245,11.5231,2.9945,690000000,N/A,1845750000,60000000,0,160500000,80.1278,5.5967,6.5698,16.0963,
600567.SH,ɽӥֽҵ,2002-03-19,3.0203,3.0334,3.2566,3.0203,3.2199,5939016,71269537,0.1996,6.6087,12.0002,9.8984,735600000,N/A,1967730000,60000000,0,160500000,85.4233,5.9665,7.0039,17.1601,
600567.SH,ɽӥֽҵ,2002-03-20,3.2199,3.2304,3.3459,3.1779,3.2409,9058489,112162502,0.021,0.6525,12.382,15.0975,740400000,N/A,1980570000,60000000,0,160500000,85.9807,6.0055,7.0496,17.2721,
600567.SH,ɽӥֽҵ,2002-03-21,3.2409,3.2514,3.2645,3.1779,3.2146,3523806,43158256,-0.0263,-0.8104,12.2476,5.873,734400000,N/A,1964520000,60000000,0,160500000,85.2839,5.9568,6.9925,17.1321,
600567.SH,ɽӥֽҵ,2002-03-22,3.2146,3.2146,3.296,3.191,3.2645,4333453,53595580,0.0499,1.5523,12.3679,7.2224,745800000,N/A,1995015000,60000000,0,160500000,86.6078,6.0493,7.1011,17.398,
600567.SH,ɽӥֽҵ,2002-03-25,3.2645,3.2645,3.3722,3.2645,3.3249,5067532,64088938,0.0604,1.8504,12.647,8.4459,759600000,N/A,2031930000,60000000,0,160500000,88.2103,6.1612,7.2325,17.72,
600567.SH,ɽӥֽҵ,2002-03-26,3.3249,3.3249,3.3381,3.2356,3.2645,3406510,42551951,-0.0604,-1.8167,12.4914,5.6775,745800000,N/A,1995015000,60000000,0,160500000,86.6078,6.0493,7.1011,17.398,
600567.SH,ɽӥֽҵ,2002-03-27,3.2645,3.2593,3.2829,3.2041,3.275,2356020,29108139,0.0105,0.3218,12.3548,3.9267,748200000,N/A,2001435000,60000000,0,160500000,86.8865,6.0687,7.1239,17.454,
600567.SH,ɽӥֽҵ,2002-03-28,3.275,3.275,3.3328,3.2488,3.2645,2164581,27162250,-0.0105,-0.3208,12.5485,3.6076,745800000,N/A,1995015000,60000000,0,160500000,86.6078,6.0493,7.1011,17.398,
600567.SH,ɽӥֽҵ,2002-03-29,3.2645,3.254,3.2619,3.1253,3.149,3896024,47137764,-0.1156,-3.5398,12.0989,6.4934,719400000,N/A,1924395000,60000000,0,160500000,83.542,5.8351,6.8497,16.7822,
600567.SH,ɽӥֽҵ,2002-04-01,3.149,3.1385,3.2041,3.1017,3.2041,1977855,23745539,0.0552,1.7515,12.0057,3.2964,732000000,N/A,1958100000,60000000,0,160500000,85.0052,5.9373,6.9697,17.0761,
600567.SH,ɽӥֽҵ,2002-04-02,3.2041,3.2041,3.2041,3.1122,3.1411,1802035,21594262,-0.063,-1.9672,11.9833,3.0034,717600000,N/A,1919580000,60000000,0,160500000,83.333,5.8205,6.8326,16.7402,
600567.SH,ɽӥֽҵ,2002-04-03,3.1411,3.1253,3.1831,3.1201,3.1437,1210468,14514445,0.0026,0.0836,11.9908,2.0174,718200000,N/A,1921185000,60000000,0,160500000,83.4026,5.8254,6.8383,16.7542,
600567.SH,ɽӥֽҵ,2002-04-04,3.1437,3.1253,3.2278,3.0413,3.2199,2331985,27840320,0.0762,2.4227,11.9385,3.8866,735600000,N/A,1967730000,60000000,0,160500000,85.4233,5.9665,7.0039,17.1601,
600567.SH,ɽӥֽҵ,2002-04-05,3.2199,3.2304,3.254,3.1568,3.1647,1711090,20842247,-0.0552,-1.7129,12.1807,2.8518,723000000,N/A,1934025000,60000000,0,160500000,83.9601,5.8643,6.884,16.8662,
600567.SH,ɽӥֽҵ,2002-04-08,3.1647,3.1516,3.1779,3.128,3.1411,1073972,12877825,-0.0236,-0.7469,11.9908,1.79,717600000,N/A,1919580000,60000000,0,160500000,83.333,5.8205,6.8326,16.7402,
600567.SH,ɽӥֽҵ,2002-04-09,3.1411,3.149,3.254,3.149,3.2409,1776017,21820884,0.0998,3.1773,12.2864,2.96,740400000,N/A,1980570000,60000000,0,160500000,85.9807,6.0055,7.0496,17.2721,
600567.SH,ɽӥֽҵ,2002-04-10,3.2409,3.2671,3.2829,3.2094,3.2645,1637839,20262695,0.0236,0.7293,12.3716,2.7297,745800000,N/A,1995015000,60000000,0,160500000,86.6078,6.0493,7.1011,17.398,
600567.SH,ɽӥֽҵ,2002-04-11,3.2645,3.2671,3.2671,3.1779,3.1805,1123078,13727835,-0.084,-2.5744,12.2234,1.8718,726600000,N/A,1943655000,60000000,0,160500000,84.3781,5.8935,6.9183,16.9501,
600567.SH,ɽӥֽҵ,2002-04-12,3.1805,3.1805,3.2172,3.1673,3.1936,708821,8620591,0.0131,0.4129,12.1619,1.1814,729600000,N/A,1951680000,60000000,0,160500000,84.7265,5.9179,6.9468,17.0201,
600567.SH,ɽӥֽҵ,2002-04-15,3.1936,3.1936,3.2172,3.1358,3.1516,864565,10407855,-0.042,-1.3158,12.0383,1.4409,720000000,N/A,1926000000,60000000,0,160500000,83.6117,5.84,6.8554,16.7962,
600567.SH,ɽӥֽҵ,2002-04-16,3.1516,3.149,3.1726,3.0675,3.0991,1323835,15672209,-0.0525,-1.6667,11.8385,2.2064,708000000,N/A,1893900000,60000000,0,160500000,82.2181,5.7427,6.7412,16.5162,
600567.SH,ɽӥֽҵ,2002-04-17,3.0991,3.1017,3.1516,3.0859,3.1174,719990,8551631,0.0184,0.5932,11.8774,1.2,712200000,N/A,1905135000,60000000,0,160500000,82.7059,5.7767,6.7811,16.6142,
600567.SH,ɽӥֽҵ,2002-04-18,3.1174,3.1253,3.1253,3.0597,3.0623,1129584,13230232,-0.0552,-1.7692,11.7125,1.8826,699600000,N/A,1871430000,60000000,0,160500000,81.2427,5.6745,6.6612,16.3203,
600567.SH,ɽӥֽҵ,2002-04-19,3.0623,3.0465,3.1253,3.0334,3.1227,1239084,14453859,0.0604,1.9726,11.665,2.0651,713400000,N/A,1908345000,60000000,0,160500000,82.8452,5.7865,6.7926,16.6422,
600567.SH,ɽӥֽҵ,2002-04-22,3.1227,3.0492,3.0991,3.0465,3.0518,1054570,12299938,-0.0709,-2.2708,11.6635,1.7576,697200000,N/A,1865010000,60000000,0,160500000,80.964,5.6551,6.6383,16.2643,
600567.SH,ɽӥֽҵ,2002-04-23,3.0518,3.0465,3.1043,3.0413,3.0702,529969,6209038,0.0184,0.6024,11.7159,0.8833,701400000,N/A,1876245000,60000000,0,160500000,81.4517,5.6891,6.6783,16.3623,
600567.SH,ɽӥֽҵ,2002-04-24,3.0702,3.0728,3.0859,3.0465,3.057,359878,4198421,-0.0131,-0.4277,11.6662,0.5998,698400000,N/A,1868220000,60000000,0,160500000,81.1033,5.6648,6.6497,16.2923,
600567.SH,ɽӥֽҵ,2002-04-25,3.057,3.0255,3.0492,2.9677,2.9914,1466182,16693292,-0.0657,-2.1478,11.3856,2.4436,683400000,N/A,1828095000,60000000,0,160500000,79.3614,5.5431,6.5069,15.9424,
600567.SH,ɽӥֽҵ,2002-04-26,2.9914,2.9809,3.0518,2.9809,3.0387,935852,10781240,0.0473,1.5803,11.5202,1.5598,694200000,N/A,1856985000,60000000,0,160500000,80.6156,5.6307,6.6098,16.1943,
600567.SH,ɽӥֽҵ,2002-04-29,3.0387,3.0465,3.0938,3.0071,3.0702,1548611,17968460,0.0315,1.0372,11.603,2.581,701400000,N/A,1876245000,60000000,0,160500000,81.4517,5.6891,6.6783,16.3623,
600567.SH,ɽӥֽҵ,2002-04-30,3.0702,3.0702,3.0702,3.0702,3.0702,N/A,N/A,0,0,N/A,N/A,701400000,N/A,1876245000,60000000,0,160500000,81.4517,5.6891,6.6783,16.3623,
600567.SH,ɽӥֽҵ,2002-05-08,3.0702,3.0859,3.1069,3.0597,3.0675,718504,8411967,-0.0026,-0.0855,11.7076,1.1975,700800000,N/A,1874640000,60000000,0,160500000,81.382,5.6843,6.6726,16.3483,
600567.SH,ɽӥֽҵ,2002-05-09,3.0675,3.0675,3.0675,3.0124,3.0229,670418,7757031,-0.0446,-1.4555,11.5704,1.1174,690600000,N/A,1847355000,60000000,0,160500000,80.1975,5.6015,6.5755,16.1103,
600567.SH,ɽӥֽҵ,2002-05-10,3.0229,3.0229,3.0229,2.9783,2.9809,784031,8933016,-0.042,-1.3901,11.3937,1.3067,681000000,N/A,1821675000,60000000,0,160500000,79.0827,5.5237,6.4841,15.8864,
600567.SH,ɽӥֽҵ,2002-05-13,2.9809,2.9704,2.9704,2.9205,2.9415,827250,9254129,-0.0394,-1.3216,11.1866,1.3787,672000000,N/A,1797600000,60000000,0,160500000,78.0376,5.4507,6.3984,15.6764,
600567.SH,ɽӥֽҵ,2002-05-14,2.9415,2.9415,2.9572,2.9231,2.9362,600620,6725180,-0.0053,-0.1786,11.1971,1.001,670800000,N/A,1794390000,60000000,0,160500000,77.8982,5.4409,6.387,15.6484,
600567.SH,ɽӥֽҵ,2002-05-15,2.9362,2.9362,2.9362,2.8758,2.8916,1332085,14699016,-0.0446,-1.5206,11.0346,2.2201,660600000,N/A,1767105000,60000000,0,160500000,76.7137,5.3582,6.2898,15.4105,
600567.SH,ɽӥֽҵ,2002-05-16,2.8916,2.8942,2.9677,2.8601,2.8758,2142754,23827569,-0.0158,-0.545,11.1201,3.5713,657000000,N/A,1757475000,60000000,0,160500000,76.2956,5.329,6.2556,15.3265,
600567.SH,ɽӥֽҵ,2002-05-17,2.8758,2.8706,2.9231,2.7787,2.8469,1725800,18668483,-0.0289,-1.0046,10.8173,2.8763,650400000,N/A,1739820000,60000000,0,160500000,75.5292,5.2755,6.1927,15.1725,
600567.SH,ɽӥֽҵ,2002-05-20,2.8469,2.8391,2.8391,2.7445,2.7734,834797,8810279,-0.0735,-2.583,10.5538,1.3913,633600000,N/A,1694880000,60000000,0,160500000,73.5783,5.1392,6.0328,14.7806,
600567.SH,ɽӥֽҵ,2002-05-21,2.7734,2.7734,2.7734,2.7734,2.7734,N/A,N/A,0,0,N/A,N/A,633600000,N/A,1694880000,60000000,0,160500000,73.5783,5.1392,6.0328,14.7806,
600567.SH,ɽӥֽҵ,2002-05-22,2.7734,2.9021,2.9021,2.8102,2.8128,1859655,20156448,0.0394,1.4205,10.8388,3.0994,642600000,N/A,1718955000,60000000,0,160500000,74.6234,5.2122,6.1185,14.9906,
600567.SH,ɽӥֽҵ,2002-05-23,2.8128,2.7996,2.8656,2.7732,2.7785,659700,7018066,-0.0343,-1.2206,10.6383,1.0995,631200000,N/A,1688460000,60000000,0,160500000,73.2996,5.1197,6.0099,14.7246,
600567.SH,ɽӥֽҵ,2002-05-24,2.7785,2.7864,2.8234,2.7758,2.8128,637405,6758598,0.0343,1.2357,10.6033,1.0623,639000000,N/A,1709325000,60000000,0,160500000,74.2054,5.183,6.0842,14.9066,
600567.SH,ɽӥֽҵ,2002-05-27,2.8128,2.8128,2.8498,2.7943,2.8471,413286,4418279,0.0343,1.2207,10.6906,0.6888,646800000,N/A,1730190000,60000000,0,160500000,75.1111,5.2463,6.1584,15.0886,
600567.SH,ɽӥֽҵ,2002-05-28,2.8471,2.8524,2.9,2.8471,2.8577,733800,7994426,0.0106,0.3711,10.8946,1.223,649200000,N/A,1736610000,60000000,0,160500000,75.3899,5.2657,6.1813,15.1446,
600567.SH,ɽӥֽҵ,2002-05-29,2.8577,2.8735,2.8735,2.7072,2.7124,989690,10362540,-0.1453,-5.0832,10.4705,1.6495,616200000,N/A,1648335000,60000000,0,160500000,71.5577,4.9981,5.8671,14.3747,
600567.SH,ɽӥֽҵ,2002-05-30,2.7124,2.7072,2.7573,2.6675,2.7415,922903,9470339,0.0291,1.0711,10.2615,1.5382,622800000,N/A,1665990000,60000000,0,160500000,72.3241,5.0516,5.9299,14.5287,
600567.SH,ɽӥֽҵ,2002-05-31,2.7415,2.7204,2.752,2.6939,2.6966,385536,3962741,-0.0449,-1.6378,10.2785,0.6426,612600000,N/A,1638705000,60000000,0,160500000,71.1396,4.9689,5.8328,14.2907,
600567.SH,ɽӥֽҵ,2002-06-03,2.6966,2.6464,2.6939,2.6464,2.6649,651702,6585201,-0.0317,-1.1753,10.1046,1.0862,605400000,N/A,1619445000,60000000,0,160500000,70.3035,4.9105,5.7643,14.1228,
600567.SH,ɽӥֽҵ,2002-06-04,2.6649,2.6623,2.7045,2.6279,2.6728,501689,5057009,0.0079,0.2973,10.08,0.8361,607200000,N/A,1624260000,60000000,0,160500000,70.5125,4.9251,5.7814,14.1648,
600567.SH,ɽӥֽҵ,2002-06-05,2.6728,2.6939,2.7204,2.6332,2.6411,520160,5205177,-0.0317,-1.1858,10.0069,0.8669,600000000,N/A,1605000000,60000000,0,160500000,69.6764,4.8667,5.7128,13.9968,
600567.SH,ɽӥֽҵ,2002-06-06,2.6411,2.6385,2.8603,2.6174,2.789,1623000,16862066,0.1479,5.6,10.3894,2.705,633600000,N/A,1694880000,60000000,0,160500000,73.5783,5.1392,6.0328,14.7806,
600567.SH,ɽӥֽҵ,2002-06-07,2.789,2.7996,2.826,2.7468,2.789,1486737,15753205,0,0,10.5958,2.4779,633600000,N/A,1694880000,60000000,0,160500000,73.5783,5.1392,6.0328,14.7806,
600567.SH,ɽӥֽҵ,2002-06-10,2.789,2.789,2.8207,2.76,2.8128,935970,9896723,0.0238,0.8523,10.5738,1.56,639000000,N/A,1709325000,60000000,0,160500000,74.2054,5.183,6.0842,14.9066,
600567.SH,ɽӥֽҵ,2002-06-11,2.8128,2.8049,2.8392,2.7943,2.8286,649946,6941936,0.0158,0.5634,10.6808,1.0832,642600000,N/A,1718955000,60000000,0,160500000,74.6234,5.2122,6.1185,14.9906,
600567.SH,ɽӥֽҵ,2002-06-12,2.8286,2.8128,2.826,2.76,2.7864,604598,6389782,-0.0423,-1.4939,10.5686,1.0077,633000000,N/A,1693275000,60000000,0,160500000,73.5086,5.1343,6.027,14.7666,
600567.SH,ɽӥֽҵ,2002-06-13,2.7864,2.7732,2.8049,2.7362,2.7415,485816,5102199,-0.0449,-1.6114,10.5023,0.8097,622800000,N/A,1665990000,60000000,0,160500000,72.3241,5.0516,5.9299,14.5287,
600567.SH,ɽӥֽҵ,2002-06-14,2.7415,2.723,2.7415,2.6728,2.6834,442058,4526077,-0.0581,-2.1195,10.2386,0.7368,609600000,N/A,1630680000,60000000,0,160500000,70.7912,4.9445,5.8042,14.2208,
600567.SH,ɽӥֽҵ,2002-06-17,2.6834,2.6596,2.6992,2.6438,2.6887,282530,2861612,0.0053,0.1969,10.1285,0.4709,610800000,N/A,1633890000,60000000,0,160500000,70.9306,4.9543,5.8157,14.2488,
