¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600963.SH,‘¿—Ù¡÷÷Ω,2004-05-25,N/A,2.297,2.3945,2.297,2.3798,34823998,276942687,N/A,N/A,7.9526,43.53,644000000,N/A,1447927055.75,80000000,0,179866715,30.3875,5.0895,2.1104,-56.7775,
600963.SH,‘¿—Ù¡÷÷Ω,2004-05-26,2.3798,2.3354,2.3798,2.2733,2.3177,12131982,95439223,-0.0621,-2.6087,7.8667,15.165,627200000,N/A,1410155045.6,80000000,0,179866715,29.5948,4.9567,2.0554,-55.2964,
600963.SH,‘¿—Ù¡÷÷Ω,2004-05-27,2.3177,2.2999,2.4064,2.2467,2.3768,12953490,102822107,0.0591,2.551,7.9378,16.1919,643200000,N/A,1446128388.6,80000000,0,179866715,30.3497,5.0831,2.1078,-56.707,
600963.SH,‘¿—Ù¡÷÷Ω,2004-05-28,2.3768,2.365,2.3945,2.3118,2.3384,7411134,59021688,-0.0384,-1.6169,7.9639,9.2639,632800000,N/A,1422745715.65,80000000,0,179866715,29.859,5.001,2.0737,-55.7901,
600963.SH,‘¿—Ù¡÷÷Ω,2004-05-31,2.3384,2.3295,2.3738,2.3058,2.3502,5010337,39643446,0.0118,0.5057,7.9123,6.2629,636000000,N/A,1429940384.25,80000000,0,179866715,30.01,5.0262,2.0842,-56.0722,
600963.SH,‘¿—Ù¡÷÷Ω,2004-06-01,2.3502,2.3591,2.5098,2.3354,2.4566,15562134,127675747,0.1064,4.5283,8.2043,19.4527,664800000,N/A,1494692401.65,80000000,0,179866715,31.3689,5.2539,2.1786,-58.6113,
600963.SH,‘¿—Ù¡÷÷Ω,2004-06-02,2.4566,2.4418,2.4921,2.3945,2.4093,12779810,105364064,-0.0473,-1.9254,8.2446,15.9748,652000000,N/A,1465913727.25,80000000,0,179866715,30.765,5.1527,2.1366,-57.4828,
600963.SH,‘¿—Ù¡÷÷Ω,2004-06-03,2.4093,2.4123,2.5423,2.3886,2.4773,11992589,100062630,0.068,2.8221,8.3437,14.9907,670400000,N/A,1507283071.7,80000000,0,179866715,31.6332,5.2981,2.1969,-59.105,
600963.SH,‘¿—Ù¡÷÷Ω,2004-06-04,2.4773,2.4684,2.5039,2.433,2.4507,5855142,48798962,-0.0266,-1.074,8.3344,7.3189,663200000,N/A,1491095067.35,80000000,0,179866715,31.2935,5.2412,2.1733,-58.4703,
600963.SH,‘¿—Ù¡÷÷Ω,2004-06-07,2.4507,2.4773,2.4921,2.4034,2.4507,4796550,39578407,0,0,8.2514,5.9957,663200000,N/A,1491095067.35,80000000,0,179866715,31.2935,5.2412,2.1733,-58.4703,
600963.SH,‘¿—Ù¡÷÷Ω,2004-06-08,2.4507,2.4773,2.4773,2.3591,2.3679,4921415,39979754,-0.0828,-3.3776,8.1236,6.1518,640800000,N/A,1440732387.15,80000000,0,179866715,30.2365,5.0642,2.0999,-56.4954,
